,DateTime,Bit Box_ShYpeak(g),Surface_Total Depth(ft),Surface_Weight on Bit(klbs),Surface_Top Drive RPM(RPM),Surface_Top Drive Torque(ft-lbs)
46684,2020/11/24 13:41:12.000,17.35748252,6219.1343,44.9815,50.20542,5281.579
46685,2020/11/24 13:41:13.000,17.095253826,6219.138,44.93032,50.20542,5496.213
46686,2020/11/24 13:41:14.000,16.947833201,6219.177,44.84108,50.18529,5443.567
46687,2020/11/24 13:41:15.000,16.800412576,6219.1846,44.85326,50.18529,5443.567
46688,2020/11/24 13:41:16.000,16.652991952,6219.2,44.86243,50.22554,5050.7466
46689,2020/11/24 13:41:17.000,16.505571327,6219.2104,44.84656,50.2658,5334.225
46690,2020/11/24 13:41:18.000,16.358150702,6219.232,45.02035,50.24567,5415.219
46691,2020/11/24 13:41:20.000,16.297435886,6219.248,45.11365,50.12491,5435.468
46692,2020/11/24 13:41:21.000,16.267078477,6219.2495,45.11447,50.28592,5249.1816
46693,2020/11/24 13:41:22.000,16.236721069,6219.2646,45.21292,50.24567,5449.6416
46694,2020/11/24 13:41:23.000,16.206363661,6219.2783,45.24039,50.20542,5372.6973
46695,2020/11/24 13:41:24.000,16.541129658,6219.2783,45.27874,50.16517,5603.53
46696,2020/11/24 13:41:25.000,16.875895655,6219.2783,45.35515,50.46706,5639.977
46697,2020/11/24 13:41:26.000,17.210661651,6219.2783,45.28248,50.2658,5581.257
46698,2020/11/24 13:41:27.000,17.545427648,6219.2793,45.17794,50.20542,5548.859
46699,2020/11/24 13:41:28.000,17.880193645,6219.292,45.01025,50.18529,5530.6353
46700,2020/11/24 13:41:29.000,19.977023605,6219.2925,44.80509,49.50099,5656.176
46701,2020/11/24 13:41:30.000,22.073853565,6219.2925,44.80509,51.01047,5257.281
46702,2020/11/24 13:41:31.000,24.170683524,6219.3125,44.56726,50.30605,5417.244
46703,2020/11/24 13:41:32.000,26.267513484,6219.344,44.47615,50.24567,5561.0083
46704,2020/11/24 13:41:33.000,28.364343444,6219.3677,44.43403,50.36643,5540.76
46705,2020/11/24 13:41:34.000,25.963250291,6219.4116,44.50828,50.3463,5599.4805
46706,2020/11/24 13:41:35.000,23.562157138,6219.4233,44.53669,50.2658,5558.9834
46707,2020/11/24 13:41:36.000,21.161063985,6219.4355,44.56374,50.08466,5617.704
46708,2020/11/24 13:41:37.000,18.759970832,6219.4756,44.93677,50.2658,5552.9087
46709,2020/11/24 13:41:38.000,16.358877679,6219.5,45.18546,50.20542,5591.381
46710,2020/11/24 13:41:39.000,16.837353681,6219.524,45.55779,50.36643,5439.517
46711,2020/11/24 13:41:40.000,17.315829684,6219.5347,45.77405,51.07085,5441.542
46712,2020/11/24 13:41:41.000,17.794305686,6219.548,46.11943,49.54124,5633.903
46713,2020/11/24 13:41:42.000,18.272781689,6219.548,46.45372,50.40668,5380.797
46714,2020/11/24 13:41:43.000,18.751257691,6219.548,46.64997,50.2658,5467.865
46715,2020/11/24 13:41:44.000,19.830130039,6219.548,46.72229,50.16517,5694.648
46716,2020/11/24 13:41:45.000,20.909002386,6219.548,46.67243,50.24567,5469.89
46717,2020/11/24 13:41:46.000,21.987874734,6219.548,46.52855,49.68213,5544.8096
46718,2020/11/24 13:41:47.000,23.066747081,6219.548,46.53234,50.24567,5475.9644
46719,2020/11/24 13:41:48.000,24.145619429,6219.548,46.39908,50.32618,5554.9336
46720,2020/11/24 13:41:49.000,22.647512249,6219.548,46.15155,50.2658,5437.4927
46721,2020/11/24 13:41:50.000,21.149405069,6219.548,45.96265,50.08466,5534.685
46722,2020/11/24 13:41:51.000,19.651297889,6219.548,45.71884,50.36643,5427.368
46723,2020/11/24 13:41:52.000,18.153190709,6219.548,45.56586,50.32618,5714.8965
46724,2020/11/24 13:41:53.000,16.655083529,6219.5576,45.19071,50.12491,5463.8154
46725,2020/11/24 13:41:54.000,17.358937992,6219.571,44.72926,50.02428,5352.4487
46726,2020/11/24 13:41:55.000,18.062792456,6219.593,44.51775,50.22554,5188.436
46727,2020/11/24 13:41:56.000,18.766646919,6219.6157,44.25954,50.40668,5510.3867
46728,2020/11/24 13:41:57.000,19.470501383,6219.642,44.11329,50.60794,5486.089
46729,2020/11/24 13:41:58.000,20.174355846,6219.6665,44.27905,50.18529,5328.151
46730,2020/11/24 13:41:59.000,20.031154725,6219.6787,44.32471,50.20542,5417.244
46731,2020/11/24 13:42:00.000,19.887953603,6219.716,44.62575,49.64187,5415.219
46732,2020/11/24 13:42:01.000,19.744752482,6219.7354,44.89518,50.48719,5520.511
46733,2020/11/24 13:42:02.000,19.60155136,6219.751,45.02779,50.3463,5548.859
46734,2020/11/24 13:42:03.000,19.458350239,6219.7666,45.24845,50.14504,5496.213
46735,2020/11/24 13:42:04.000,19.400909855,6219.783,45.33416,50.3463,5451.6665
46736,2020/11/24 13:42:05.000,19.343469472,6219.794,45.38506,50.20542,5364.598
46737,2020/11/24 13:42:06.000,19.286029088,6219.7974,45.46034,50.06453,5419.269
46738,2020/11/24 13:42:07.000,19.228588705,6219.7974,45.39558,50.06453,5162.1133
46739,2020/11/24 13:42:08.000,19.171148321,6219.7974,45.3918,50.90984,5399.0205
46740,2020/11/24 13:42:09.000,19.630235203,6219.7974,45.35541,50.28592,5516.4614
46741,2020/11/24 13:42:10.000,20.089322085,6219.7974,45.13506,50.44693,5401.0454
46742,2020/11/24 13:42:11.000,20.548408968,6219.805,44.88347,50.2658,5548.859
46743,2020/11/24 13:42:12.000,21.00749585,6219.812,44.81654,50.3463,5394.9707
46744,2020/11/24 13:42:13.000,21.466582732,6219.825,44.5749,50.12491,5322.076
46745,2020/11/24 13:42:14.000,21.007677594,6219.8447,44.45792,49.94377,5206.6597
46746,2020/11/24 13:42:15.000,20.548772456,6219.8716,44.47789,50.22554,5287.654
46747,2020/11/24 13:42:16.000,20.089867318,6219.8965,44.45598,49.48086,5380.797
46748,2020/11/24 13:42:17.000,19.63096218,6219.9307,44.67125,50.20542,5376.747
46749,2020/11/24 13:42:18.000,19.172057042,6219.9688,44.80529,50.2658,5160.0884
46750,2020/11/24 13:42:19.000,19.864743299,6219.9805,44.94813,50.32618,5283.604
46751,2020/11/24 13:42:20.000,20.557429556,6220.0005,45.20188,50.2658,5399.0205
46752,2020/11/24 13:42:21.000,21.250115812,6220.0073,45.33137,50.28592,5457.7407
46753,2020/11/24 13:42:22.000,21.942802069,6220.0166,45.53984,50.14504,5380.797
46754,2020/11/24 13:42:23.000,22.635488326,6220.017,45.60077,50.30605,5348.399
46755,2020/11/24 13:42:24.000,22.549218704,6220.017,45.58981,51.13124,5170.2124
46756,2020/11/24 13:42:25.000,22.462949082,6220.017,45.60729,50.06453,5330.1753
46757,2020/11/24 13:42:26.000,22.37667946,6220.017,45.45885,50.10478,5168.1875
46758,2020/11/24 13:42:27.000,22.290409838,6220.017,45.38294,50.20542,5480.014
46759,2020/11/24 13:42:28.000,22.204140216,6220.017,45.20014,50.40668,5232.983
46760,2020/11/24 13:42:29.000,21.559327004,6220.0244,44.93033,50.18529,5512.4116
46761,2020/11/24 13:42:30.000,20.914513792,6220.033,44.81517,50.2658,5164.138
46762,2020/11/24 13:42:31.000,20.269700579,6220.0474,44.58634,50.24567,5374.722
46763,2020/11/24 13:42:32.000,19.624887367,6220.069,44.56526,50.28592,5224.8833
46764,2020/11/24 13:42:33.000,18.980074155,6220.0786,44.55009,50.36643,5534.685
46765,2020/11/24 13:42:34.000,18.758133697,6220.11,44.54691,50.14504,5461.7905
46766,2020/11/24 13:42:35.000,18.536193239,6220.132,44.70674,50.28592,5425.3433
46767,2020/11/24 13:42:36.000,18.31425278,6220.1533,44.74537,50.28592,5465.8403
46768,2020/11/24 13:42:37.000,18.092312322,6220.164,44.75246,50.12491,5182.362
46769,2020/11/24 13:42:38.000,17.870371864,6220.1963,44.91723,50.3463,5295.753
46770,2020/11/24 13:42:39.000,18.203464296,6220.218,45.01451,50.20542,5467.865
46771,2020/11/24 13:42:40.000,18.536556727,6220.245,45.42476,50.22554,5364.598
46772,2020/11/24 13:42:41.000,18.869649159,6220.2593,45.63479,50.30605,5514.4365
46773,2020/11/24 13:42:42.000,19.20274159,6220.2603,45.75556,50.14504,5344.3496
46774,2020/11/24 13:42:43.000,19.535834022,6220.2603,45.98581,50.24567,5459.7656
46775,2020/11/24 13:42:44.000,19.524375024,6220.2603,46.03905,50.28592,5532.66
46776,2020/11/24 13:42:45.000,19.512916027,6220.2603,46.04538,49.74251,5563.033
46777,2020/11/24 13:42:46.000,19.501457029,6220.2603,46.06198,50.22554,5348.399
46778,2020/11/24 13:42:47.000,19.489998032,6220.2607,45.86205,50.38656,5271.455
46779,2020/11/24 13:42:48.000,19.478539034,6220.2607,45.78542,49.82301,5216.784
46780,2020/11/24 13:42:49.000,20.406261963,6220.2607,45.70445,50.20542,5139.84
46781,2020/11/24 13:42:50.000,21.333984892,6220.2607,45.36441,50.12491,5407.1196
46782,2020/11/24 13:42:51.000,22.261707821,6220.2676,45.16745,50.20542,5054.7964
46783,2020/11/24 13:42:52.000,23.18943075,6220.2715,45.03345,50.3463,5279.554
46784,2020/11/24 13:42:53.000,24.117153679,6220.281,44.73578,50.3463,5273.48
46785,2020/11/24 13:42:54.000,22.707116907,6220.302,44.62987,50.14504,5352.4487
46786,2020/11/24 13:42:55.000,21.297080135,6220.322,44.60796,50.18529,5399.0205
46787,2020/11/24 13:42:56.000,19.887043364,6220.345,44.67938,50.08466,5409.1445
46788,2020/11/24 13:42:57.000,18.477006592,6220.369,44.82007,50.22554,5413.1943
46789,2020/11/24 13:42:58.000,17.06696982,6220.3906,44.84969,50.28592,5216.784
46790,2020/11/24 13:42:59.000,17.443988409,6220.415,45.04474,50.32618,5362.573
46791,2020/11/24 13:43:00.000,17.821006998,6220.415,45.19183,50.22554,5251.2065
46792,2020/11/24 13:43:01.000,18.198025588,6220.415,45.18823,50.20542,5332.2
46793,2020/11/24 13:43:02.000,18.575044177,6220.415,45.25027,50.18529,5360.5483
46794,2020/11/24 13:43:03.000,18.952062766,6220.415,45.20347,50.14504,5103.3926
46795,2020/11/24 13:43:04.000,18.272836212,6220.415,45.04844,50.42681,5285.629
46796,2020/11/24 13:43:05.000,17.593609658,6220.415,44.99725,50.2658,5277.5293
46797,2020/11/24 13:43:06.000,16.914383104,6220.415,44.80617,50.20542,5366.6226
46798,2020/11/24 13:43:07.000,16.23515655,6220.415,44.58431,50.28592,5492.1636
46799,2020/11/24 13:43:08.000,15.555929996,6220.415,44.45081,50.22554,5627.828
46800,2020/11/24 13:43:09.000,16.351856278,6220.415,44.03777,50.22554,5471.915
46801,2020/11/24 13:43:10.000,17.14778256,6220.415,43.87736,50.20542,5330.1753
46802,2020/11/24 13:43:11.000,17.943708842,6220.415,43.72425,50.20542,5374.722
46803,2020/11/24 13:43:12.000,18.739635124,6220.415,43.3948,50.18529,5334.225
46804,2020/11/24 13:43:13.000,19.535561406,6220.415,43.15334,50.16517,5480.014
46805,2020/11/24 13:43:14.000,20.249183127,6220.415,42.88741,50.2658,5642.002
46806,2020/11/24 13:43:15.000,20.962804848,6220.415,42.4872,50.18529,5459.7656
46807,2020/11/24 13:43:16.000,21.67642657,6220.415,42.24627,50.30605,5413.1943
46808,2020/11/24 13:43:17.000,22.390048291,6220.415,42.08153,50.22554,5245.132
46809,2020/11/24 13:43:18.000,23.103670012,6220.415,41.95966,50.16517,5322.076
46810,2020/11/24 13:43:19.000,22.080055599,6220.415,41.61094,50.2658,5453.6914
46811,2020/11/24 13:43:20.000,21.056441185,6220.415,41.17678,50.20542,5384.846
46812,2020/11/24 13:43:21.000,20.032826772,6220.415,40.90115,50.18529,5368.6475
46813,2020/11/24 13:43:22.000,19.009212358,6220.415,40.61457,50.14504,5267.4053
46814,2020/11/24 13:43:23.000,17.985597945,6220.415,40.46952,50.20542,5441.542
46815,2020/11/24 13:43:24.000,17.958932982,6220.415,40.24519,50.16517,5265.3804
46816,2020/11/24 13:43:25.000,17.932268018,6220.415,39.79847,50.32618,5218.809
46817,2020/11/24 13:43:26.000,17.905603055,6220.415,39.72098,50.30605,5273.48
46818,2020/11/24 13:43:27.000,17.878938091,6220.415,39.33585,50.12491,5342.3247
46819,2020/11/24 13:43:28.000,17.852273128,6220.415,39.74349,50.30605,5160.0884
46820,2020/11/24 13:43:29.000,18.579045587,6220.415,39.68255,50.16517,5275.5044
46821,2020/11/24 13:43:30.000,19.305818046,6220.415,38.95412,50.14504,5344.3496
46822,2020/11/24 13:43:31.000,20.032590504,6220.415,37.54773,44.54987,3876.335
46823,2020/11/24 13:43:32.000,20.759362963,6220.415,35.1426,36.5999,4390.646
46824,2020/11/24 13:43:33.000,21.486135422,6220.415,31.81893,34.547,4192.211
46825,2020/11/24 13:43:34.000,21.009823695,6220.415,27.97573,34.66775,4404.8203
46826,2020/11/24 13:43:35.000,20.533511967,6220.415,23.43836,34.547,4554.6587
46827,2020/11/24 13:43:36.000,20.05720024,6220.415,18.66922,34.50674,4591.106
46828,2020/11/24 13:43:37.000,19.580888512,6220.415,10.70862,34.547,4957.6035
46829,2020/11/24 13:43:38.000,19.104576785,6220.415,4.72532,34.547,4935.33
46854,2020/11/24 13:44:03.000,10.369741567,6220.415,0.33808,0.21118,0.0
46855,2020/11/24 13:44:04.000,9.4859993188,6220.415,0.29875,0.17093,0.0
47226,2020/11/24 13:50:15.000,22.762429365,6220.415,0.85907,22.71261,3947.2046
47227,2020/11/24 13:50:16.000,22.725997143,6220.415,2.67037,22.77299,3951.2542
47228,2020/11/24 13:50:17.000,22.689564922,6220.415,3.61998,22.75287,3621.204
47229,2020/11/24 13:50:18.000,22.653132701,6220.415,5.4737,22.81325,3856.0864
47230,2020/11/24 13:50:19.000,22.100427656,6220.415,7.44567,22.71261,3746.7446
47231,2020/11/24 13:50:20.000,21.547722611,6220.415,8.42847,22.73274,3669.8005
47232,2020/11/24 13:50:21.000,20.995017566,6220.415,11.16561,22.73274,3959.3538
47233,2020/11/24 13:50:22.000,20.442312521,6220.415,12.88408,22.8535,3882.4094
47234,2020/11/24 13:50:23.000,19.889607476,6220.415,14.50193,22.83337,3856.0864
47235,2020/11/24 13:50:24.000,19.939354005,6220.415,15.89586,22.8535,4070.7202
47236,2020/11/24 13:50:25.000,19.989100533,6220.415,18.06647,22.87363,3805.4653
47237,2020/11/24 13:50:26.000,20.038847062,6220.415,18.06647,22.89375,3754.844
47238,2020/11/24 13:50:27.000,20.08859359,6220.415,20.30923,22.71261,3845.9622
47239,2020/11/24 13:50:28.000,20.138340119,6220.415,21.77174,22.79312,3811.5398
47240,2020/11/24 13:50:29.000,21.096874817,6220.415,22.87292,22.934,4226.6333
47241,2020/11/24 13:50:30.000,22.055409515,6220.419,24.34354,22.8535,4003.9004
47242,2020/11/24 13:50:31.000,23.013944213,6220.441,25.34071,22.8535,4042.3723
47243,2020/11/24 13:50:32.000,23.972478911,6220.465,26.29637,22.73274,3916.8318
47244,2020/11/24 13:50:33.000,24.931013609,6220.491,27.30228,28.87132,5016.324
47245,2020/11/24 13:50:34.000,25.013427216,6220.503,27.72301,28.87132,5016.324
47246,2020/11/24 13:50:36.000,25.178254431,6220.534,29.10332,37.50559,4208.4097
47247,2020/11/24 13:50:37.000,25.260668038,6220.5537,29.55686,40.42394,4348.1245
47248,2020/11/24 13:50:38.000,25.343081645,6220.5693,30.11804,45.3348,4574.907
47249,2020/11/24 13:50:39.000,24.88946982,6220.586,30.6897,45.3348,4497.963
47250,2020/11/24 13:50:40.000,24.435857994,6220.586,30.95248,45.27442,4388.6216
47251,2020/11/24 13:50:41.000,23.982246169,6220.586,31.18509,45.37506,4463.5405
47252,2020/11/24 13:50:42.000,23.528634343,6220.586,31.24843,45.19392,4384.572
47253,2020/11/24 13:50:43.000,23.075022518,6220.586,31.34962,45.29455,4491.8887
47254,2020/11/24 13:50:44.000,21.99585938,6220.586,31.36253,45.39518,4558.7085
47255,2020/11/24 13:50:45.000,20.916696241,6220.586,31.32057,45.6367,4382.547
47256,2020/11/24 13:50:46.000,19.837533103,6220.586,31.35856,45.35493,4435.193
47257,2020/11/24 13:50:47.000,18.758369964,6220.586,31.30703,47.24682,4364.323
47258,2020/11/24 13:50:48.000,17.679206826,6220.586,31.13162,49.29973,4360.2734
47259,2020/11/24 13:50:49.000,20.660015302,6220.586,31.03655,48.25315,4603.2554
47260,2020/11/24 13:50:50.000,23.640823777,6220.586,30.89776,48.2934,4429.118
47261,2020/11/24 13:50:51.000,26.621632253,6220.586,30.69866,49.29973,4479.7393
47262,2020/11/24 13:50:52.000,29.602440728,6220.586,30.44852,49.2796,4562.7583
47263,2020/11/24 13:50:53.000,32.583249204,6220.586,30.33308,49.31985,4554.6587
47264,2020/11/24 13:50:54.000,30.297018644,6220.586,30.18662,49.23935,4402.7954
47265,2020/11/24 13:50:55.000,28.010788083,6220.586,29.95454,50.10478,4366.348
47266,2020/11/24 13:50:56.000,25.724557523,6220.586,29.73861,50.18529,4613.3794
47267,2020/11/24 13:50:57.000,23.438326962,6220.586,29.56843,50.24567,4842.187
47268,2020/11/24 13:50:58.000,21.152096402,6220.586,29.40937,50.12491,4769.2925
47269,2020/11/24 13:50:59.000,20.841921966,6220.586,29.17663,50.28592,4664.0005
47270,2020/11/24 13:51:00.000,20.53174753,6220.586,28.91878,49.88339,4591.106
47271,2020/11/24 13:51:01.000,20.221573093,6220.586,28.82019,50.30605,4560.7334
47272,2020/11/24 13:51:02.000,19.911398657,6220.586,28.54566,50.0444,4396.7207
47273,2020/11/24 13:51:03.000,19.601224221,6220.586,28.32989,50.18529,4520.2363
47274,2020/11/24 13:51:04.000,20.198218912,6220.5967,28.09796,50.16517,4702.4727
47275,2020/11/24 13:51:05.000,20.795213603,6220.607,27.9307,49.68213,4763.2183
47276,2020/11/24 13:51:06.000,21.392208294,6220.6304,27.78889,50.0444,4552.634
47277,2020/11/24 13:51:07.000,21.989202985,6220.6533,27.76733,50.24567,4560.7334
47278,2020/11/24 13:51:08.000,22.586197676,6220.6895,27.94135,50.32618,4676.15
47279,2020/11/24 13:51:09.000,23.523778735,6220.713,28.00275,49.46073,4686.274
47280,2020/11/24 13:51:10.000,24.461359794,6220.725,28.15088,50.16517,4664.0005
47281,2020/11/24 13:51:11.000,25.398940853,6220.761,28.51595,50.42681,4504.0376
47282,2020/11/24 13:51:12.000,26.336521912,6220.7725,28.67155,50.20542,4700.4478
47283,2020/11/24 13:51:13.000,27.274102971,6220.7964,29.04166,50.3463,4570.8574
47284,2020/11/24 13:51:14.000,25.540668328,6220.831,29.61148,50.22554,4767.268
47285,2020/11/24 13:51:15.000,23.807233685,6220.8433,29.788,50.14504,4538.46
47286,2020/11/24 13:51:16.000,22.073799041,6220.867,30.2579,50.36643,4765.243
47287,2020/11/24 13:51:17.000,20.340364398,6220.891,30.5867,49.52111,4702.4727
47288,2020/11/24 13:51:18.000,18.606929755,6220.9146,30.98656,50.38656,4969.7524
47289,2020/11/24 13:51:19.000,18.499870064,6220.95,31.35863,50.10478,4957.6035
47290,2020/11/24 13:51:20.000,18.392810373,6220.9746,31.76523,50.36643,4657.9263
47291,2020/11/24 13:51:21.000,18.285750682,6220.987,31.95818,49.98402,4736.895
47292,2020/11/24 13:51:22.000,18.178690991,6221.0103,32.34455,50.22554,4410.8945
47293,2020/11/24 13:51:23.000,18.0716313,6221.045,33.14543,50.14504,4653.8765
47294,2020/11/24 13:51:24.000,18.484809494,6221.0566,33.42619,50.3463,4872.56
47295,2020/11/24 13:51:25.000,18.897987688,6221.0796,33.97664,50.0444,4633.628
47296,2020/11/24 13:51:26.000,19.311165882,6221.104,34.68912,50.99035,4645.777
47297,2020/11/24 13:51:27.000,19.724344076,6221.1274,35.25409,50.02428,4633.628
47298,2020/11/24 13:51:28.000,20.13752227,6221.162,35.83295,50.24567,4461.5156
47299,2020/11/24 13:51:29.000,19.85439446,6221.198,36.45649,50.36643,4657.9263
47300,2020/11/24 13:51:30.000,19.57126665,6221.2095,36.68348,50.18529,4821.939
47301,2020/11/24 13:51:31.000,19.28813884,6221.2324,37.33402,50.24567,4858.386
47302,2020/11/24 13:51:32.000,19.00501103,6221.2554,37.86866,50.14504,4957.6035
47303,2020/11/24 13:51:33.000,18.72188322,6221.2793,38.46565,49.80289,5135.79
47304,2020/11/24 13:51:34.000,18.452215113,6221.3037,39.00207,50.38656,4929.256
47305,2020/11/24 13:51:35.000,18.182547006,6221.3037,39.00207,50.22554,5052.7715
47306,2020/11/24 13:51:36.000,17.912878898,6221.351,39.79315,50.18529,4935.33
47307,2020/11/24 13:51:37.000,17.643210791,6221.3755,40.20571,50.56769,4506.0625
47308,2020/11/24 13:51:38.000,17.373542684,6221.3984,40.4988,50.20542,4777.392
47309,2020/11/24 13:51:39.000,19.265802426,6221.4224,40.9353,50.22554,4896.858
47310,2020/11/24 13:51:40.000,21.158062168,6221.434,41.12707,50.3463,4779.417
47311,2020/11/24 13:51:41.000,23.050321911,6221.458,41.40732,50.16517,4923.181
47312,2020/11/24 13:51:42.000,24.942581653,6221.494,42.02665,50.12491,4913.057
47313,2020/11/24 13:51:43.000,26.834841395,6221.518,42.30214,50.20542,5040.622
47314,2020/11/24 13:51:44.000,25.198590139,6221.53,42.42445,50.2658,5154.0137
47315,2020/11/24 13:51:45.000,23.562338882,6221.5645,42.93945,50.18529,4714.6216
47316,2020/11/24 13:51:46.000,21.926087626,6221.5884,43.2295,50.2658,5060.8706
47317,2020/11/24 13:51:47.000,20.289836369,6221.612,43.6937,50.88972,4712.597
47318,2020/11/24 13:51:48.000,18.653585113,6221.6353,44.0385,50.24567,4896.858
47319,2020/11/24 13:51:49.000,18.749458423,6221.6567,44.42243,50.2658,4969.7524
47320,2020/11/24 13:51:50.000,18.845331733,6221.666,44.60625,50.30605,4838.1377
47321,2020/11/24 13:51:51.000,18.941205042,6221.6875,44.90919,50.24567,5204.635
47322,2020/11/24 13:51:52.000,19.037078352,6221.693,45.01371,50.42681,5145.9146
47323,2020/11/24 13:51:53.000,19.132951662,6221.7017,45.13998,50.28592,5052.7715
47324,2020/11/24 13:51:54.000,19.433558759,6221.7085,45.0824,50.22554,5038.5977
47325,2020/11/24 13:51:55.000,19.734165856,6221.7153,45.05092,50.30605,5265.3804
47326,2020/11/24 13:51:56.000,20.034772954,6221.7236,44.90454,50.32618,5235.008
47327,2020/11/24 13:51:57.000,20.335380051,6221.729,44.83075,50.3463,5145.9146
47328,2020/11/24 13:51:58.000,20.635987148,6221.7427,44.80557,50.0444,5018.349
47329,2020/11/24 13:51:59.000,20.551790929,6221.7583,44.75337,50.36643,5089.2188
47330,2020/11/24 13:52:00.000,20.46759471,6221.777,44.64714,50.22554,5182.362
47331,2020/11/24 13:52:01.000,20.383398491,6221.797,44.78983,50.24567,5224.8833
47332,2020/11/24 13:52:02.000,20.299202272,6221.8247,44.87128,50.30605,4959.6284
47333,2020/11/24 13:52:03.000,20.215006053,6221.8413,45.1292,50.3463,5115.5415
47334,2020/11/24 13:52:04.000,20.188195694,6221.854,45.3565,50.16517,5147.9395
47335,2020/11/24 13:52:05.000,20.161385335,6221.8574,45.4348,50.20542,5141.8647
