,DateTime,Bit Box_ShYpeak(g),Surface_Total Depth(ft),Surface_Weight on Bit(klbs),Surface_Top Drive RPM(RPM),Surface_Top Drive Torque(ft-lbs)
46374,2020/11/24 13:36:02.000,20.448241938,6215.617,44.81956,50.28592,5281.579
46375,2020/11/24 13:36:03.000,21.00922242,6215.621,44.8702,49.60162,5411.1694
46376,2020/11/24 13:36:04.000,20.379451604,6215.635,44.8854,50.10478,5230.958
46377,2020/11/24 13:36:05.000,19.749680788,6215.651,44.97715,50.18529,5287.654
46378,2020/11/24 13:36:06.000,19.119909971,6215.657,45.02125,50.30605,5417.244
46379,2020/11/24 13:36:07.000,18.490139155,6215.6646,45.11534,50.16517,5283.604
46380,2020/11/24 13:36:08.000,17.860368339,6215.665,45.26174,50.2658,5407.1196
46381,2020/11/24 13:36:09.000,18.463074354,6215.665,45.24898,50.42681,5271.455
46382,2020/11/24 13:36:10.000,19.06578037,6215.6743,45.19206,50.08466,5269.43
46383,2020/11/24 13:36:11.000,19.668486385,6215.6787,45.19503,50.20542,5198.5605
46384,2020/11/24 13:36:12.000,20.271192401,6215.6787,45.06564,50.22554,5245.132
46385,2020/11/24 13:36:13.000,20.873898416,6215.6787,45.0616,50.48719,5235.008
46386,2020/11/24 13:36:14.000,19.990192517,6215.68,44.90275,50.22554,5245.132
46387,2020/11/24 13:36:15.000,19.106486618,6215.6997,44.69294,50.18529,5133.765
46388,2020/11/24 13:36:16.000,18.222780718,6215.714,44.50714,50.32618,5230.958
46389,2020/11/24 13:36:17.000,17.339074819,6215.724,44.50864,49.23935,5376.747
46390,2020/11/24 13:36:18.000,16.45536892,6215.7476,44.34915,50.2658,5143.8896
46391,2020/11/24 13:36:19.000,16.776747912,6215.7734,44.28544,50.6482,5139.84
46392,2020/11/24 13:36:20.000,17.098126904,6215.7954,44.34703,50.2658,5154.0137
46393,2020/11/24 13:36:21.000,17.419505895,6215.821,44.4619,50.22554,5151.989
46394,2020/11/24 13:36:22.000,17.740884887,6215.847,44.77966,50.3463,5103.3926
46395,2020/11/24 13:36:23.000,18.062263879,6215.8813,45.25617,50.30605,5279.554
46396,2020/11/24 13:36:24.000,18.197989239,6215.9004,45.46424,50.28592,5346.3745
46397,2020/11/24 13:36:25.000,18.333714598,6215.9033,45.70897,50.16517,5443.567
46398,2020/11/24 13:36:26.000,18.469439958,6215.9033,45.78149,50.22554,5415.219
46399,2020/11/24 13:36:27.000,18.605165317,6215.9033,45.74282,50.30605,5571.1323
46400,2020/11/24 13:36:28.000,18.740890677,6215.9033,45.81366,50.28592,5305.8774
46401,2020/11/24 13:36:29.000,19.090917163,6215.9033,45.75103,50.16517,5459.7656
46402,2020/11/24 13:36:30.000,19.440943649,6215.9033,45.64971,50.10478,4994.051
46403,2020/11/24 13:36:31.000,19.790970135,6215.9033,45.5187,50.12491,5297.778
46404,2020/11/24 13:36:32.000,20.140996621,6215.9033,45.26988,50.24567,5407.1196
46405,2020/11/24 13:36:33.000,20.491023107,6215.909,45.05217,50.10478,5326.126
46406,2020/11/24 13:36:34.000,20.770658391,6215.9185,44.78461,50.22554,5182.362
46407,2020/11/24 13:36:35.000,21.050293675,6215.9316,44.66532,50.14504,5162.1133
46408,2020/11/24 13:36:36.000,21.329928958,6215.941,44.64983,50.22554,5287.654
46409,2020/11/24 13:36:37.000,21.609564242,6215.9717,44.60623,50.2658,5249.1816
46410,2020/11/24 13:36:38.000,21.889199526,6215.993,44.63697,50.28592,5156.0386
46411,2020/11/24 13:36:39.000,22.267800808,6216.0146,44.71055,50.3463,5498.238
46412,2020/11/24 13:36:40.000,22.646402091,6216.04,44.7934,50.20542,5550.884
46413,2020/11/24 13:36:41.000,23.025003373,6216.054,44.88681,50.20542,5550.884
46414,2020/11/24 13:36:42.000,23.403604656,6216.0806,45.10805,50.14504,5449.6416
46415,2020/11/24 13:36:43.000,23.782205938,6216.1157,45.46137,50.16517,5340.3
46416,2020/11/24 13:36:44.000,23.275300535,6216.1343,45.76674,50.06453,5520.511
46417,2020/11/24 13:36:45.000,22.768395131,6216.14,45.97678,50.2658,5425.3433
46418,2020/11/24 13:36:46.000,22.261489728,6216.14,46.03699,50.2658,5419.269
46419,2020/11/24 13:36:47.000,21.754584324,6216.14,46.0034,50.14504,5401.0454
46420,2020/11/24 13:36:48.000,21.247678921,6216.14,46.05215,50.0444,5546.834
46421,2020/11/24 13:36:49.000,20.943433902,6216.14,45.96662,50.30605,5498.238
46422,2020/11/24 13:36:50.000,20.639188883,6216.14,45.89885,50.14504,5554.9336
46423,2020/11/24 13:36:51.000,20.334943865,6216.14,45.76569,50.30605,5445.592
46424,2020/11/24 13:36:52.000,20.030698846,6216.14,45.55127,50.20542,5374.722
46425,2020/11/24 13:36:53.000,19.726453827,6216.14,45.45786,50.28592,5423.3184
46426,2020/11/24 13:36:54.000,19.619430485,6216.146,45.21281,50.08466,5534.685
46427,2020/11/24 13:36:55.000,19.512407143,6216.149,44.96928,50.12491,5380.797
46428,2020/11/24 13:36:56.000,19.4053838,6216.1655,44.75561,50.20542,5137.815
46429,2020/11/24 13:36:57.000,19.298360458,6216.182,44.52851,50.20542,5247.1567
46430,2020/11/24 13:36:58.000,19.191337116,6216.2046,44.56859,50.40668,5245.132
46431,2020/11/24 13:36:59.000,18.674537234,6216.23,44.69931,50.32618,5202.6104
46432,2020/11/24 13:37:00.000,18.157737352,6216.2544,44.79562,50.24567,5330.1753
46433,2020/11/24 13:37:01.000,17.640937469,6216.275,44.96625,50.10478,5210.7095
46434,2020/11/24 13:37:02.000,17.124137587,6216.305,45.1026,50.12491,5492.1636
46435,2020/11/24 13:37:03.000,16.607337705,6216.313,45.20652,50.16517,5528.6104
46436,2020/11/24 13:37:04.000,16.626326988,6216.3174,45.3145,50.28592,5243.107
46437,2020/11/24 13:37:05.000,16.645316271,6216.331,45.33555,50.28592,5330.1753
46438,2020/11/24 13:37:06.000,16.664305553,6216.335,45.29988,50.16517,5279.554
46439,2020/11/24 13:37:07.000,16.683294836,6216.3354,45.35961,50.14504,5488.114
46440,2020/11/24 13:37:08.000,16.702284119,6216.3413,45.23216,50.22554,5506.3374
46441,2020/11/24 13:37:09.000,17.425873017,6216.342,45.24133,50.14504,5486.089
46442,2020/11/24 13:37:10.000,18.149461915,6216.342,45.0989,50.38656,5492.1636
46443,2020/11/24 13:37:11.000,18.873050812,6216.361,44.89493,50.18529,5417.244
46444,2020/11/24 13:37:12.000,19.59663971,6216.361,44.79127,50.14504,5558.9834
46445,2020/11/24 13:37:13.000,20.320228608,6216.376,44.59915,50.28592,5526.586
46446,2020/11/24 13:37:14.000,20.096196573,6216.4062,44.76271,50.36643,5526.586
46447,2020/11/24 13:37:15.000,19.872164538,6216.4243,44.82681,50.30605,5583.2812
46448,2020/11/24 13:37:16.000,19.648132502,6216.4336,44.9123,50.20542,5587.331
46449,2020/11/24 13:37:17.000,19.424100467,6216.447,45.21987,49.48086,5646.052
46450,2020/11/24 13:37:18.000,19.200068432,6216.4473,45.43824,50.2658,5532.66
46451,2020/11/24 13:37:19.000,19.25769056,6216.4473,45.56549,50.16517,5352.4487
46452,2020/11/24 13:37:20.000,19.315312688,6216.4473,45.56701,50.24567,5305.8774
46453,2020/11/24 13:37:21.000,19.372934815,6216.4473,45.54462,50.28592,5431.418
46454,2020/11/24 13:37:22.000,19.430556943,6216.4473,45.45448,50.24567,5546.834
46455,2020/11/24 13:37:23.000,19.488179071,6216.4473,45.39982,50.20542,5506.3374
46456,2020/11/24 13:37:24.000,19.811540594,6216.4473,45.21942,50.20542,5405.0947
46457,2020/11/24 13:37:25.000,20.134902116,6216.46,44.98548,50.18529,5386.871
46458,2020/11/24 13:37:26.000,20.458263639,6216.4663,44.69466,50.22554,5484.064
46459,2020/11/24 13:37:27.000,20.781625161,6216.4663,44.60602,50.40668,5162.1133
46460,2020/11/24 13:37:28.000,21.104986684,6216.4844,44.41077,50.22554,5360.5483
46461,2020/11/24 13:37:29.000,20.337580675,6216.508,44.17561,50.30605,5338.275
46462,2020/11/24 13:37:30.000,19.570174666,6216.5317,44.04897,50.20542,5265.3804
46463,2020/11/24 13:37:31.000,18.802768658,6216.557,44.09218,50.2658,5490.1387
46464,2020/11/24 13:37:32.000,18.035362649,6216.58,44.13273,50.3463,5534.685
46465,2020/11/24 13:37:33.000,17.26795664,6216.6123,44.51758,50.3463,5461.7905
46466,2020/11/24 13:37:34.000,17.740557748,6216.6123,44.51758,50.32618,5581.257
46467,2020/11/24 13:37:35.000,18.213158856,6216.6577,45.05665,50.24567,5475.9644
46468,2020/11/24 13:37:36.000,18.685759964,6216.667,45.21428,50.32618,5605.5547
46469,2020/11/24 13:37:37.000,19.158361072,6216.6772,45.32806,50.10478,5394.9707
46470,2020/11/24 13:37:38.000,19.63096218,6216.678,45.48041,50.0444,5506.3374
46471,2020/11/24 13:37:39.000,19.076147383,6216.678,45.52211,50.2658,5601.505
46472,2020/11/24 13:37:40.000,18.521332587,6216.678,45.48048,50.24567,5360.5483
46473,2020/11/24 13:37:41.000,17.96651779,6216.678,45.48837,50.24567,5477.9893
46474,2020/11/24 13:37:42.000,17.411702994,6216.678,45.29677,50.22554,5595.4307
46475,2020/11/24 13:37:43.000,16.856888197,6216.683,45.16086,50.08466,5498.238
46476,2020/11/24 13:37:44.000,17.317721342,6216.6895,44.85939,50.36643,5394.9707
46477,2020/11/24 13:37:45.000,17.778554488,6216.709,44.67291,49.94377,5508.3623
46478,2020/11/24 13:37:46.000,18.239387633,6216.7275,44.7167,50.30605,5378.772
46479,2020/11/24 13:37:47.000,18.700220779,6216.7466,44.62971,50.38656,5384.846
46480,2020/11/24 13:37:48.000,19.161053924,6216.7666,44.65505,50.3463,5401.0454
46481,2020/11/24 13:37:49.000,19.241739442,6216.7764,44.73671,50.2658,5376.747
46482,2020/11/24 13:37:50.000,19.322424961,6216.798,44.79703,50.12491,5492.1636
46483,2020/11/24 13:37:51.000,19.403110479,6216.8325,45.05796,50.22554,5285.629
46484,2020/11/24 13:37:52.000,19.483795998,6216.843,45.08821,50.2658,5251.2065
46485,2020/11/24 13:37:53.000,19.564481516,6216.857,45.21372,50.2658,5352.4487
46486,2020/11/24 13:37:54.000,19.822581579,6216.8584,45.37922,50.28592,5255.2563
46487,2020/11/24 13:37:55.000,20.080681642,6216.872,45.27942,50.06453,5569.1074
46488,2020/11/24 13:37:56.000,20.338781705,6216.8784,45.25819,50.30605,5573.157
46489,2020/11/24 13:37:57.000,20.596881768,6216.8784,45.18768,50.2658,5520.511
46490,2020/11/24 13:37:58.000,20.854981831,6216.8784,45.04418,50.2658,5587.331
46491,2020/11/24 13:37:59.000,20.036064856,6216.8916,45.00542,50.22554,5447.6167
46492,2020/11/24 13:38:00.000,19.217147881,6216.8916,45.00542,50.28592,5421.2935
46493,2020/11/24 13:38:01.000,18.398230907,6216.9087,44.80674,50.30605,5297.778
46494,2020/11/24 13:38:02.000,17.579313932,6216.92,44.80764,50.10478,5429.393
46495,2020/11/24 13:38:03.000,16.760396957,6216.9404,44.72431,49.58149,5429.393
46496,2020/11/24 13:38:04.000,17.764749471,6216.9575,44.8195,50.10478,5301.8276
46497,2020/11/24 13:38:05.000,18.769101985,6216.9854,44.90793,50.36643,5372.6973
46498,2020/11/24 13:38:06.000,19.773454499,6216.995,45.0043,50.28592,5486.089
46499,2020/11/24 13:38:07.000,20.777807013,6217.0044,45.13132,50.22554,5455.7163
46500,2020/11/24 13:38:08.000,21.782159527,6217.019,45.24857,50.2658,5419.269
46501,2020/11/24 13:38:09.000,21.25997546,6217.022,45.29483,50.12491,5585.306
46502,2020/11/24 13:38:10.000,20.737791393,6217.031,45.27997,50.2658,5279.554
46503,2020/11/24 13:38:11.000,20.215607327,6217.031,45.25611,50.28592,5380.797
46504,2020/11/24 13:38:12.000,19.69342326,6217.039,45.06717,50.32618,5309.9272
46505,2020/11/24 13:38:13.000,19.171239193,6217.0405,45.00523,50.32618,5374.722
46506,2020/11/24 13:38:14.000,19.049064408,6217.055,44.82042,50.16517,5149.964
46507,2020/11/24 13:38:15.000,18.926889623,6217.07,44.71691,50.30605,5439.517
46508,2020/11/24 13:38:16.000,18.804714839,6217.0874,44.67924,50.24567,5415.219
46509,2020/11/24 13:38:17.000,18.682540054,6217.117,44.7239,50.20542,5378.772
46510,2020/11/24 13:38:18.000,18.560365269,6217.128,44.8252,50.32618,5558.9834
46511,2020/11/24 13:38:19.000,18.242696896,6217.156,45.0019,50.76896,5200.5854
46512,2020/11/24 13:38:20.000,17.925028524,6217.163,45.03072,50.14504,5121.616
46513,2020/11/24 13:38:21.000,17.607360151,6217.1777,45.33787,50.22554,5407.1196
46514,2020/11/24 13:38:22.000,17.289691779,6217.1787,45.36488,50.30605,5538.735
46516,2020/11/24 13:38:24.000,17.616782095,6217.1787,45.49458,50.02428,5318.0264
46517,2020/11/24 13:38:25.000,18.261540784,6217.179,45.39059,50.08466,5441.542
46518,2020/11/24 13:38:26.000,18.906299473,6217.186,45.31885,49.38023,5311.9517
46519,2020/11/24 13:38:27.000,19.551058162,6217.186,45.16108,50.22554,5376.747
46520,2020/11/24 13:38:28.000,20.195816851,6217.187,45.01753,50.36643,5253.2314
46521,2020/11/24 13:38:29.000,21.169430294,6217.1953,44.82093,50.12491,5492.1636
46522,2020/11/24 13:38:30.000,22.143043737,6217.206,44.62755,50.32618,5340.3
46523,2020/11/24 13:38:31.000,23.116657179,6217.2163,44.69852,50.18529,5318.0264
46524,2020/11/24 13:38:32.000,24.090270622,6217.2417,44.75252,50.3463,5488.114
46525,2020/11/24 13:38:33.000,25.063884065,6217.2563,44.80205,50.2658,5401.0454
46526,2020/11/24 13:38:34.000,23.866474854,6217.265,44.82373,50.08466,5542.7847
46527,2020/11/24 13:38:35.000,22.669065644,6217.282,44.82239,50.36643,5427.368
46528,2020/11/24 13:38:36.000,21.471656433,6217.3096,44.76477,50.14504,5467.865
46529,2020/11/24 13:38:37.000,20.274247223,6217.329,44.80144,50.28592,5322.076
46530,2020/11/24 13:38:38.000,19.076838012,6217.351,44.91756,50.24567,5506.3374
46531,2020/11/24 13:38:39.000,19.042133879,6217.3696,45.20112,50.3463,5340.3
46532,2020/11/24 13:38:40.000,19.007429747,6217.3735,45.20615,50.46706,5575.182
46533,2020/11/24 13:38:41.000,18.972725614,6217.3794,45.33392,50.20542,5556.9585
46534,2020/11/24 13:38:42.000,18.938021482,6217.391,45.49161,50.2658,5423.3184
46535,2020/11/24 13:38:43.000,18.903317349,6217.391,45.53455,50.22554,5595.4307
46536,2020/11/24 13:38:44.000,18.400358833,6217.391,45.4974,50.40668,5289.6787
46537,2020/11/24 13:38:45.000,17.897400316,6217.391,45.44498,50.32618,5463.8154
46538,2020/11/24 13:38:46.000,17.3944418,6217.391,45.21082,50.2658,5516.4614
46539,2020/11/24 13:38:47.000,16.891483283,6217.391,45.11569,50.20542,5251.2065
46540,2020/11/24 13:38:48.000,16.388524767,6217.391,45.02582,50.16517,5415.219
46541,2020/11/24 13:38:49.000,16.991230782,6217.409,44.79489,50.22554,5480.014
46542,2020/11/24 13:38:50.000,17.593936798,6217.422,44.56592,50.18529,5510.3867
46543,2020/11/24 13:38:51.000,18.196642813,6217.4443,44.44686,50.08466,5415.219
46544,2020/11/24 13:38:52.000,18.799348829,6217.456,44.40753,50.24567,5186.411
46545,2020/11/24 13:38:53.000,19.402054844,6217.4805,44.48873,50.28592,5356.4985
46546,2020/11/24 13:38:54.000,19.212308929,6217.5166,44.64542,50.24567,5394.9707
46547,2020/11/24 13:38:55.000,19.022563015,6217.5376,44.82387,50.22554,5512.4116
46548,2020/11/24 13:38:56.000,18.8328171,6217.572,45.07171,50.2658,5439.517
46549,2020/11/24 13:38:57.000,18.643071186,6217.591,45.2924,50.3463,5334.225
46550,2020/11/24 13:38:58.000,18.453325271,6217.6035,45.37245,50.24567,5166.163
46551,2020/11/24 13:38:59.000,18.483918947,6217.605,45.42615,50.16517,5510.3867
46552,2020/11/24 13:39:00.000,18.514512623,6217.605,45.49741,50.22554,5220.834
46553,2020/11/24 13:39:01.000,18.545106298,6217.605,45.45358,50.2658,5309.9272
46554,2020/11/24 13:39:02.000,18.575699974,6217.605,45.45358,50.2658,5309.9272
46555,2020/11/24 13:39:03.000,18.60629365,6217.6094,45.32265,50.36643,5510.3867
46556,2020/11/24 13:39:04.000,18.277275326,6217.614,45.26659,50.32618,5437.4927
46557,2020/11/24 13:39:05.000,17.948257003,6217.6143,44.95802,50.20542,5370.6724
46558,2020/11/24 13:39:06.000,17.619238679,6217.6255,44.80743,50.30605,5151.989
46559,2020/11/24 13:39:07.000,17.290220356,6217.629,44.66034,50.20542,5407.1196
46560,2020/11/24 13:39:08.000,16.961202032,6217.661,44.51823,50.22554,5273.48
46561,2020/11/24 13:39:09.000,17.471981624,6217.6714,44.58445,50.14504,5425.3433
46562,2020/11/24 13:39:10.000,17.982761217,6217.7056,44.73799,50.30605,5467.865
46563,2020/11/24 13:39:11.000,18.493540809,6217.726,44.94339,50.38656,5516.4614
46564,2020/11/24 13:39:12.000,19.004320402,6217.7505,45.07627,50.2658,5534.685
46565,2020/11/24 13:39:13.000,19.515099994,6217.7583,45.18494,50.48719,5437.4927
46566,2020/11/24 13:39:14.000,19.82511086,6217.7637,45.20689,50.20542,5477.9893
46567,2020/11/24 13:39:15.000,20.135121727,6217.78,45.25181,50.36643,5465.8403
46568,2020/11/24 13:39:16.000,20.445132593,6217.7812,45.31359,50.28592,5556.9585
46569,2020/11/24 13:39:17.000,20.75514346,6217.7812,45.32905,50.06453,5810.0645
46570,2020/11/24 13:39:18.000,21.065154326,6217.7812,45.21395,50.2658,5546.834
46571,2020/11/24 13:39:19.000,21.359995576,6217.7935,45.15998,50.38656,5358.5234
46572,2020/11/24 13:39:20.000,21.654836825,6217.798,45.04557,50.2658,5316.0015
46573,2020/11/24 13:39:21.000,21.949678075,6217.8057,44.84947,50.24567,5283.604
46574,2020/11/24 13:39:22.000,22.244519324,6217.8145,44.67112,50.14504,5212.7344
46575,2020/11/24 13:39:23.000,22.539360574,6217.8335,44.48629,50.28592,5581.257
46576,2020/11/24 13:39:24.000,21.408740993,6217.8516,44.45358,50.32618,5441.542
46577,2020/11/24 13:39:25.000,20.278121412,6217.8896,44.48052,50.24567,5439.517
46578,2020/11/24 13:39:26.000,19.14750183,6217.9023,44.61754,50.24567,5176.287
46579,2020/11/24 13:39:27.000,18.016882249,6217.9385,44.8163,50.20542,5506.3374
46580,2020/11/24 13:39:28.000,16.886262668,6217.9517,44.95349,50.3463,5322.076
46581,2020/11/24 13:39:29.000,17.888614477,6217.9766,45.29147,50.22554,5232.983
46582,2020/11/24 13:39:30.000,18.890966286,6217.989,45.55834,50.16517,5435.468
46583,2020/11/24 13:39:31.000,19.893318095,6218.006,45.94644,50.22554,5392.946
46584,2020/11/24 13:39:32.000,20.895669904,6218.007,46.32957,50.28592,5358.5234
46585,2020/11/24 13:39:33.000,21.898021713,6218.007,46.47471,50.22554,5394.9707
46586,2020/11/24 13:39:34.000,22.106847783,6218.007,46.44916,50.20542,5498.238
46587,2020/11/24 13:39:35.000,22.315673852,6218.007,46.46323,50.12491,5445.592
46588,2020/11/24 13:39:36.000,22.524499922,6218.007,46.33807,50.20542,5619.7285
46589,2020/11/24 13:39:37.000,22.733325991,6218.007,46.18095,50.28592,5565.0576
46590,2020/11/24 13:39:38.000,22.942152061,6218.007,46.15494,50.22554,5232.983
46591,2020/11/24 13:39:39.000,21.58917401,6218.007,45.98258,50.20542,5417.244
46592,2020/11/24 13:39:40.000,20.236195959,6218.0117,45.6591,50.28592,5334.225
46593,2020/11/24 13:39:41.000,18.883217908,6218.0117,45.43872,50.20542,5386.871
46594,2020/11/24 13:39:42.000,17.530239857,6218.015,45.15308,50.12491,5324.101
46595,2020/11/24 13:39:43.000,16.177261806,6218.028,44.86921,50.02428,5417.244
46596,2020/11/24 13:39:44.000,16.293797964,6218.0464,44.60251,50.08466,5583.2812
46597,2020/11/24 13:39:45.000,16.410334122,6218.056,44.49773,50.28592,5287.654
46598,2020/11/24 13:39:46.000,16.52687028,6218.0796,44.28716,50.2658,5443.567
46599,2020/11/24 13:39:47.000,16.643406438,6218.1035,44.29166,50.18529,5425.3433
46600,2020/11/24 13:39:48.000,16.759942596,6218.129,44.35628,50.32618,5421.2935
46601,2020/11/24 13:39:49.000,16.804377638,6218.151,44.57885,50.0444,5696.673
46602,2020/11/24 13:39:50.000,16.848812679,6218.1855,44.83927,50.30605,5360.5483
46603,2020/11/24 13:39:51.000,16.893247721,6218.194,44.95403,50.22554,5419.269
46604,2020/11/24 13:39:52.000,16.937682762,6218.2153,45.13545,50.32618,5352.4487
46605,2020/11/24 13:39:53.000,16.982117804,6218.2246,45.23064,50.20542,5842.462
46606,2020/11/24 13:39:54.000,18.273272398,6218.2354,45.30225,50.20542,5842.462
46607,2020/11/24 13:39:55.000,19.564426993,6218.241,45.33234,50.46706,5255.2563
46608,2020/11/24 13:39:56.000,20.855581587,6218.241,45.3399,49.98402,5318.0264
46609,2020/11/24 13:39:57.000,22.146736182,6218.241,45.38195,50.22554,5378.772
46610,2020/11/24 13:39:58.000,23.437890776,6218.241,45.28244,50.20542,5473.94
46611,2020/11/24 13:39:59.000,22.081420199,6218.2515,45.06717,50.30605,5747.294
46612,2020/11/24 13:40:00.000,20.724949622,6218.2515,44.89759,50.16517,5180.337
46613,2020/11/24 13:40:01.000,19.368479044,6218.267,44.61919,50.2658,5368.6475
46614,2020/11/24 13:40:02.000,18.012008467,6218.276,44.62062,50.24567,5409.1445
46615,2020/11/24 13:40:03.000,16.65553789,6218.2944,44.54028,50.24567,5330.1753
46616,2020/11/24 13:40:04.000,16.462353972,6218.3135,44.50619,50.18529,5113.5166
46617,2020/11/24 13:40:05.000,16.269170055,6218.3354,44.66577,50.16517,5232.983
46618,2020/11/24 13:40:06.000,16.075986137,6218.356,44.67963,50.2658,5198.5605
46619,2020/11/24 13:40:07.000,15.88280222,6218.388,44.86765,50.24567,5251.2065
46620,2020/11/24 13:40:08.000,15.689618302,6218.413,44.98349,50.36643,5390.921
46621,2020/11/24 13:40:09.000,17.149274381,6218.434,45.21793,50.32618,5514.4365
46622,2020/11/24 13:40:10.000,18.60893046,6218.4424,45.32794,50.2658,5473.94
46623,2020/11/24 13:40:11.000,20.06858654,6218.4585,45.4048,50.08466,5650.1016
46624,2020/11/24 13:40:12.000,21.528242619,6218.4624,45.43499,50.30605,5654.1514
46625,2020/11/24 13:40:13.000,22.987898698,6218.4624,45.52793,50.3463,5609.6045
46626,2020/11/24 13:40:14.000,21.378966684,6218.4624,45.50463,50.2658,5585.306
46627,2020/11/24 13:40:15.000,19.770034671,6218.4624,45.41641,50.30605,5518.4863
46628,2020/11/24 13:40:16.000,18.161102657,6218.4624,45.30563,50.2658,5597.4556
46629,2020/11/24 13:40:17.000,16.552170644,6218.4624,45.07655,50.3463,5611.6294
46630,2020/11/24 13:40:18.000,14.94323863,6218.4624,44.99933,50.46706,5230.958
46631,2020/11/24 13:40:19.000,15.413984428,6218.4785,44.72139,50.40668,5255.2563
46632,2020/11/24 13:40:20.000,15.884730227,6218.486,44.60344,50.18529,5407.1196
46633,2020/11/24 13:40:21.000,16.355476025,6218.502,44.59448,50.28592,5194.5107
46634,2020/11/24 13:40:22.000,16.826221824,6218.526,44.55517,50.08466,5301.8276
46635,2020/11/24 13:40:23.000,17.296967622,6218.5625,44.72649,50.12491,5380.797
46636,2020/11/24 13:40:24.000,17.696940555,6218.5625,44.72649,50.18529,5419.269
46637,2020/11/24 13:40:25.000,18.096913488,6218.608,44.87103,50.08466,5198.5605
46638,2020/11/24 13:40:26.000,18.496886422,6218.628,45.02334,50.28592,5316.0015
46639,2020/11/24 13:40:27.000,18.896859355,6218.647,45.11445,50.12491,5295.753
46640,2020/11/24 13:40:28.000,19.296832288,6218.663,45.30127,50.2658,5149.964
46641,2020/11/24 13:40:29.000,19.411295043,6218.6675,45.4083,50.30605,5463.8154
46642,2020/11/24 13:40:30.000,19.525757799,6218.6675,45.41758,50.2658,5437.4927
46643,2020/11/24 13:40:31.000,19.640220554,6218.68,45.454,50.22554,5595.4307
46644,2020/11/24 13:40:32.000,19.75468331,6218.68,45.39643,50.22554,5554.9336
46645,2020/11/24 13:40:33.000,19.869146065,6218.68,45.31474,50.44693,5326.126
46646,2020/11/24 13:40:34.000,18.803769769,6218.68,45.14915,50.12491,5338.275
46647,2020/11/24 13:40:35.000,17.738393473,6218.68,44.96885,50.30605,5417.244
46648,2020/11/24 13:40:36.000,16.673017177,6218.6943,44.80781,50.14504,5607.5796
46649,2020/11/24 13:40:37.000,15.607640881,6218.707,44.5628,50.30605,5352.4487
46650,2020/11/24 13:40:38.000,14.542264585,6218.716,44.49123,50.32618,5678.449
46651,2020/11/24 13:40:39.000,15.181239252,6218.737,44.5281,50.3463,5437.4927
46652,2020/11/24 13:40:40.000,15.820213919,6218.763,44.66038,50.08466,5279.554
46653,2020/11/24 13:40:41.000,16.459188585,6218.7856,44.98187,50.28592,5394.9707
46654,2020/11/24 13:40:42.000,17.098163252,6218.814,45.29489,50.16517,5662.2505
46655,2020/11/24 13:40:43.000,17.737137919,6218.821,45.30516,50.16517,5232.983
46656,2020/11/24 13:40:44.000,18.381733038,6218.835,45.40017,50.06453,5431.418
46657,2020/11/24 13:40:45.000,19.026328157,6218.8457,45.43728,50.32618,5526.586
46658,2020/11/24 13:40:46.000,19.670923277,6218.8535,45.3422,50.38656,5538.735
46659,2020/11/24 13:40:47.000,20.315518396,6218.8545,45.36566,50.2658,5370.6724
46660,2020/11/24 13:40:48.000,20.960113515,6218.857,45.26727,50.22554,5324.101
46661,2020/11/24 13:40:49.000,20.964278495,6218.8696,45.12711,50.28592,5631.878
46662,2020/11/24 13:40:50.000,20.968443475,6218.8755,45.11962,50.20542,5332.2
46663,2020/11/24 13:40:51.000,20.972608455,6218.8804,44.94783,50.30605,5686.549
46664,2020/11/24 13:40:52.000,20.976773435,6218.891,44.85517,50.24567,5427.368
46665,2020/11/24 13:40:53.000,20.980938415,6218.917,44.81897,50.20542,5435.468
46666,2020/11/24 13:40:54.000,20.668999541,6218.9326,44.90328,50.46706,5439.517
46667,2020/11/24 13:40:55.000,20.357060667,6218.9463,45.00975,50.10478,5396.9956
46668,2020/11/24 13:40:56.000,20.045121794,6218.957,45.10971,50.36643,5603.53
46669,2020/11/24 13:40:57.000,19.73318292,6218.9595,45.10649,50.46706,5473.94
46670,2020/11/24 13:40:58.000,19.421244046,6218.962,45.08776,50.28592,5309.9272
46671,2020/11/24 13:40:59.000,19.597148595,6218.975,45.05856,51.11111,5320.0513
46672,2020/11/24 13:41:00.000,19.773053144,6218.983,45.04512,50.32618,5506.3374
46673,2020/11/24 13:41:01.000,19.948957693,6218.993,44.90166,50.36643,5656.176
46674,2020/11/24 13:41:02.000,20.124862242,6219.0225,44.80841,50.0444,5575.182
46675,2020/11/24 13:41:03.000,20.300766791,6219.0366,44.86375,50.02428,5421.2935
46676,2020/11/24 13:41:04.000,19.921892892,6219.0547,44.82625,50.20542,5660.2256
46677,2020/11/24 13:41:05.000,19.543018993,6219.0547,44.82625,50.38656,5575.182
46678,2020/11/24 13:41:06.000,19.164145095,6219.0806,45.00308,50.16517,5328.151
46679,2020/11/24 13:41:07.000,18.785271196,6219.0967,45.09887,50.20542,5520.511
46680,2020/11/24 13:41:08.000,18.406397297,6219.107,45.18559,50.06453,5569.1074
46681,2020/11/24 13:41:09.000,18.144168603,6219.113,45.18559,50.08466,5751.3438
46682,2020/11/24 13:41:10.000,17.881939909,6219.113,45.17337,50.36643,5512.4116
46683,2020/11/24 13:41:11.000,17.619711214,6219.1323,44.98827,50.16517,5287.654
